Mon Feb 26 05:43:51 UTC 2018
#legend: time|node1|node2|node3|node1:err|node2:err|node3:err
1	0	0	0	0	0	0	2018/02/26 05:43:53
2	1	1	1	0	0	0	2018/02/26 05:43:54
3	0	0	1	0	0	0	2018/02/26 05:43:55
4	1	1	1	0	0	0	2018/02/26 05:43:56
5	1	1	2	0	0	0	2018/02/26 05:43:57
6	1	1	1	0	0	0	2018/02/26 05:43:58
7	1	1	1	0	0	0	2018/02/26 05:43:59
8	1	1	1	0	0	0	2018/02/26 05:44:00
9	1	0	2	0	0	0	2018/02/26 05:44:01
10	1	1	2	0	0	0	2018/02/26 05:44:02
11	1	1	1	0	0	0	2018/02/26 05:44:03
12	0	1	1	0	0	0	2018/02/26 05:44:04
13	0	1	1	0	0	0	2018/02/26 05:44:05
14	1	1	1	0	0	0	2018/02/26 05:44:06
15	1	0	2	0	0	0	2018/02/26 05:44:07
16	0	1	1	0	0	0	2018/02/26 05:44:08
17	1	1	1	0	0	0	2018/02/26 05:44:09
18	1	1	1	0	0	0	2018/02/26 05:44:10
19	1	1	1	0	0	0	2018/02/26 05:44:11
20	1	1	2	0	0	0	2018/02/26 05:44:12
21	1	1	2	0	0	0	2018/02/26 05:44:13
22	1	0	1	0	0	0	2018/02/26 05:44:14
23	1	1	2	0	0	0	2018/02/26 05:44:15
24	1	2	1	0	0	0	2018/02/26 05:44:16
25	1	0	1	0	0	0	2018/02/26 05:44:17
26	1	1	1	0	0	0	2018/02/26 05:44:18
27	1	1	2	0	0	0	2018/02/26 05:44:19
28	1	1	1	0	0	0	2018/02/26 05:44:20
29	0	1	1	0	0	0	2018/02/26 05:44:21
30	1	1	2	0	0	0	2018/02/26 05:44:22
31	1	0	1	0	0	0	2018/02/26 05:44:23
32	1	1	1	0	0	0	2018/02/26 05:44:24
33	1	1	2	0	0	0	2018/02/26 05:44:25
34	1	1	1	0	0	0	2018/02/26 05:44:26
35	1	1	1	0	0	0	2018/02/26 05:44:27
36	1	1	1	0	0	0	2018/02/26 05:44:28
37	1	0	2	0	0	0	2018/02/26 05:44:29
38	1	2	2	0	0	0	2018/02/26 05:44:30
39	1	1	1	0	0	0	2018/02/26 05:44:31
40	1	0	1	0	0	0	2018/02/26 05:44:32
41	0	1	2	0	0	0	2018/02/26 05:44:33
42	1	1	1	0	0	0	2018/02/26 05:44:34
43	1	1	1	0	0	0	2018/02/26 05:44:35
44	1	0	1	0	0	0	2018/02/26 05:44:36
45	1	2	1	0	0	0	2018/02/26 05:44:37
