Tue Feb 27 08:05:09 UTC 2018
#legend: time|node1|node2|node3|node1:err|node2:err|node3:err
1	0	0	0	0	0	0	2018/02/27 08:05:10
2	2	1	2	0	0	0	2018/02/27 08:05:11
3	2	2	3	0	0	0	2018/02/27 08:05:12
4	0	2	5	0	0	0	2018/02/27 08:05:13
5	2	1	2	0	0	0	2018/02/27 08:05:14
6	2	1	3	0	0	0	2018/02/27 08:05:15
7	1	1	2	0	0	0	2018/02/27 08:05:16
8	2	2	3	0	0	0	2018/02/27 08:05:18
9	1	2	3	0	0	0	2018/02/27 08:05:19
10	2	1	2	0	0	0	2018/02/27 08:05:20
11	1	1	5	0	0	0	2018/02/27 08:05:21
12	2	1	3	0	0	0	2018/02/27 08:05:22
13	1	2	3	0	0	0	2018/02/27 08:05:23
14	1	2	2	0	0	0	2018/02/27 08:05:24
15	2	1	3	0	0	0	2018/02/27 08:05:25
16	2	1	2	0	0	0	2018/02/27 08:05:26
17	1	1	3	0	0	0	2018/02/27 08:05:27
18	1	2	5	0	0	0	2018/02/27 08:05:28
19	2	2	3	0	0	0	2018/02/27 08:05:29
20	2	1	2	0	0	0	2018/02/27 08:05:30
21	1	1	3	0	0	0	2018/02/27 08:05:31
22	1	1	2	0	0	0	2018/02/27 08:05:32
23	2	2	3	0	0	0	2018/02/27 08:05:33
24	1	2	3	0	0	0	2018/02/27 08:05:34
25	2	0	2	0	0	0	2018/02/27 08:05:35
26	1	2	5	0	0	0	2018/02/27 08:05:36
27	0	1	3	0	0	0	2018/02/27 08:05:37
28	2	2	3	0	0	0	2018/02/27 08:05:38
29	2	2	2	0	0	0	2018/02/27 08:05:39
30	1	0	4	0	0	0	2018/02/27 08:05:40
31	1	2	2	0	0	0	2018/02/27 08:05:41
32	2	1	3	0	0	0	2018/02/27 08:05:42
33	1	2	2	0	0	0	2018/02/27 08:05:43
34	2	1	3	0	0	0	2018/02/27 08:05:44
35	2	1	3	0	0	0	2018/02/27 08:05:45
36	1	2	5	0	0	0	2018/02/27 08:05:46
37	1	1	2	0	0	0	2018/02/27 08:05:47
38	2	2	3	0	0	0	2018/02/27 08:05:48
39	1	1	3	0	0	0	2018/02/27 08:05:49
40	2	1	2	0	0	0	2018/02/27 08:05:50
41	1	2	3	0	0	0	2018/02/27 08:05:51
42	2	1	2	0	0	0	2018/02/27 08:05:52
43	1	2	3	0	0	0	2018/02/27 08:05:53
44	2	1	5	0	0	0	2018/02/27 08:05:54
45	1	1	3	0	0	0	2018/02/27 08:05:55
46	1	2	2	0	0	0	2018/02/27 08:05:56
47	2	1	3	0	0	0	2018/02/27 08:05:57
48	2	1	2	0	0	0	2018/02/27 08:05:58
49	1	2	3	0	0	0	2018/02/27 08:05:59
50	2	1	2	0	0	0	2018/02/27 08:06:00
51	1	2	3	0	0	0	2018/02/27 08:06:01
52	1	1	6	0	0	0	2018/02/27 08:06:02
53	2	1	2	0	0	0	2018/02/27 08:06:03
54	1	2	3	0	0	0	2018/02/27 08:06:04
55	2	1	2	0	0	0	2018/02/27 08:06:05
56	1	2	3	0	0	0	2018/02/27 08:06:06
57	2	1	3	0	0	0	2018/02/27 08:06:07
58	2	1	2	0	0	0	2018/02/27 08:06:08
59	0	2	3	0	0	0	2018/02/27 08:06:09
60	2	1	5	0	0	0	2018/02/27 08:06:10
61	2	2	3	0	0	0	2018/02/27 08:06:11
62	1	1	2	0	0	0	2018/02/27 08:06:12
63	1	1	3	0	0	0	2018/02/27 08:06:13
64	2	2	3	0	0	0	2018/02/27 08:06:14
